tracking_id,Hyb_vg_0,Hyb_vg_1,Hyb_wt_0,Hyb_wt_1,ORE_vg_0,ORE_vg_1,ORE_wt_0,ORE_wt_1,SAM_vg_0,SAM_vg_1,SAM_wt_0,SAM_wt_1
XLOC_006252,26.0581,28.6499,27.7927,30.8597,21.7695,31.4972,25.7796,30.3858,26.7791,31.5985,24.5161,30.0961
XLOC_006253,0.087953,0,0.216093,0.0858005,0.137576,0.301801,0.205929,0.210815,0.0726504,0.184636,0.254465,0
XLOC_006254,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006255,10.391,10.1424,11.9659,12.1245,10.5074,11.9454,11.1603,12.3236,8.37845,11.2099,9.95414,11.618
XLOC_006256,38.0587,33.7711,35.7588,34.0823,33.8449,29.6998,33.2913,33.5532,25.1385,32.1701,36.2635,31.6163
XLOC_006257,0.380109,0.375231,0.266311,0.15843,0.334498,0.243213,0.402107,0.302537,0.31683,0.454679,0.31407,0.534745
XLOC_006258,0.190421,0.477543,0.422011,0.381539,0.413953,0.41956,0.484031,0.28069,0.484667,0.34106,0.227525,0.436945
XLOC_006259,9.56526,7.64113,8.73536,8.73066,10.2004,8.97051,9.10527,9.18598,6.95017,9.39572,6.69651,8.8974
XLOC_006260,16.4582,16.3652,16.5285,17.9981,14.1528,15.4094,15.8392,17.3609,15.4503,17.4699,15.5499,16.893
XLOC_006261,110.463,78.9082,105.515,95.6062,128.066,88.4237,85.0693,91.1487,69.6645,89.6483,108.092,83.3462
XLOC_006262,205.528,201.19,198.97,216.665,164.566,197.32,191.445,230.407,150.056,182.305,174.578,172.987
XLOC_006263,14.7979,13.2453,11.8019,13.0226,15.1425,12.3272,14.4549,11.572,14.5406,14.0776,13.4095,13.211
XLOC_006264,74.1111,79.0638,77.7303,73.8168,59.5072,75.5423,70.794,75.5327,65.0932,67.4219,62.7027,64.5596
XLOC_006265,387.998,313.621,292.278,364.26,410.482,351.957,377.377,407.448,303.99,321.621,453.762,324.688
XLOC_006266,70.7764,70.7255,85.1071,79.6629,66.1507,76.3875,83.4532,79.9931,70.034,84.1493,71.5535,72.6458
XLOC_006267,0.499763,0.349531,0.493712,0.561322,0.239952,0.289462,0.700074,0.876495,0.37553,0.247196,0.557634,0.609874
XLOC_006268,0,0,0,0,0,0,0,0,0,0.0427684,0,0
XLOC_006269,0,0,0,0.0636466,0,1.59394,0,0,0,0,0.0315977,0
XLOC_006270,0,0,0,0,0,0.108949,0.0223582,0,0,0,0,0
XLOC_006271,0,0.325708,1.01637,0,0,0,0,0,0.928427,1.2542,0,0
XLOC_006272,0.0238559,0.0380382,0.00972836,0.0115726,0.0180217,0.0780746,0.0327898,0.0472359,0.0703956,0.0124484,0,0
XLOC_006273,0,0,0,0,0,0,0,0,0,0.0400291,0,0
XLOC_006274,0.0219605,0,0,0,0,0,0.0600755,0,0,0,0,0
XLOC_006275,0,0,0,0,0,0,0,0.0140278,0,0,0,0
XLOC_006276,0,0,0,0.0558345,0,0,0,0,0,0,0,0
XLOC_006277,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006278,0.0589556,0.0783433,0.168425,0,0.2693,0.292528,0.120514,0.0467919,0.0742046,0.123157,0,0.0788975
XLOC_006279,0,0,0,0,0.0511809,0,0,0,0,0.0350562,0,0
XLOC_006280,28.4074,32.7468,31.0351,35.1904,24.6997,37.0276,30.6152,37.2276,36.1753,30.4805,28.1811,33.6839
XLOC_006281,1.43514,2.23081,22.4715,20.0209,1.08338,1.33156,25.9523,25.201,2.17955,1.95825,25.5087,28.8318
XLOC_006282,36.2282,34.4173,28.3992,30.2308,37.4189,33.7929,32.3619,31.9447,36.2329,33.177,39.8641,34.7682
XLOC_006283,0.0094921,0.0201911,0.00773727,0.0367966,0.0143266,0.0517323,0.00652909,0,0.0240369,0,0.00914578,0.0372195
XLOC_006284,0,0,0,0,0,0,0.00849956,0.00979828,0.0208544,0,0.0238352,0
XLOC_006285,13.4388,15.6838,12.933,13.9033,13.555,16.856,13.9935,15.3321,15.715,14.8238,11.7422,15.9412
XLOC_006286,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006287,24.4125,21.4939,35.6791,29.6377,24.9633,24.0341,37.4388,33.3079,23.968,22.5277,38.1532,44.8207
XLOC_006288,0.517561,1.14638,0.706389,0.420714,1.88762,1.47846,0.57187,0.689085,1.06938,1.35793,0.415941,0.620553
XLOC_006289,252.318,213.722,229.765,254.143,207.032,218.523,234.893,224.995,165.112,222.272,201.215,181.631
XLOC_006290,0.292812,0.437744,0.537414,0.478949,0.554479,0.56117,0.664545,0.594768,0.754726,0.630207,0.511377,0.489062
XLOC_006291,0.955411,0.931112,1.17311,1.16421,0.620292,1.99294,1.69438,2.2879,1.05467,1.08563,0.921289,1.85977
XLOC_006292,0.746753,0.87325,1.15962,1.43869,1.72863,1.38368,0.951556,1.33562,1.00249,0.499193,0.9178,1.64519
XLOC_006293,2.23638,2.56975,2.21342,2.58064,1.65503,2.79655,1.64769,2.10192,2.22872,1.8483,2.69675,3.0484
XLOC_006294,17.8573,15.5268,16.2804,17.3415,16.9459,18.733,15.3255,18.8963,12.2095,15.9706,12.4629,11.173
XLOC_006295,15.7559,13.5148,11.6453,8.94639,28.7202,6.28101,14.7417,11.0431,7.18987,13.2465,0.968219,0.459246
XLOC_006296,109.07,95.1809,101.853,85.4076,152.402,68.6662,95.6569,76.9477,76.5328,109.479,120.509,97.7456
XLOC_006297,0,0,0,0,0.0287507,0,0,0,0,0,0,0
XLOC_006298,54.8533,48.4781,59.3832,38.93,49.0998,46.9294,53.2811,48.7518,40.4216,46.656,62.6444,49.3663
XLOC_006299,100.949,112.832,129.478,140.324,92.743,106.151,98.7744,112.281,81.548,128.139,123.855,121.783
XLOC_006300,44.1241,50.6697,41.3835,46.264,44.4346,38.5941,43.2115,42.6069,53.422,44.2954,53.062,49.0289
XLOC_006301,10.8645,13.8615,11.485,13.2348,9.47474,16.5222,12.6927,14.9061,15.8062,12.2102,12.1473,14.6935
XLOC_006302,0.244925,0.195287,0.100139,0,0,0.0688613,0.16433,0,0,0.256502,0,0.0548702
XLOC_006303,28.4582,32.2714,32.9495,33.7743,25.5437,32.0306,29.2562,30.0937,25.7774,36.1507,31.1182,33.3591
XLOC_006304,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006305,78.7601,79.9088,88.8295,86.0767,70.1872,85.6331,84.374,89.4288,82.8354,88.7589,80.802,83.3426
XLOC_006306,13.6954,13.416,15.377,14.0783,13.1698,11.3925,16.2512,13.8916,10.7901,15.4393,15.2442,14.1332
XLOC_006307,19.2911,20.2271,20.259,17.5847,18.0018,20.5543,22.1386,20.2853,24.9296,19.2459,24.8931,22.6621
XLOC_006308,8.2283,7.57634,8.18924,7.11806,9.92845,7.49633,8.34953,8.00687,8.0711,9.24481,8.5396,8.15472
XLOC_006309,11.0879,10.0285,10.9951,9.87995,10.8396,10.173,10.7154,9.60937,9.52551,10.1557,11.0642,10.5849
XLOC_006310,35.0048,34.7804,36.5306,40.0615,33.8774,36.6631,36.722,38.4891,35.0204,36.7573,31.6365,35.2862
XLOC_006311,7.663,10.1828,9.6081,9.66518,8.17123,10.7889,9.76322,10.8304,10.4243,11.9044,9.37408,11.2437
XLOC_006312,20.6931,20.0386,22.5584,23.0821,25.1894,16.7333,21.3135,18.2398,14.3021,19.9647,20.2217,16.6196
XLOC_006313,0.34056,0.181352,0.280782,0,0.277304,0.205115,0.108738,0,0.137939,0,0.164509,0
XLOC_006314,0.0272458,0,0,0,0,0,0,0,0,0,0,0
XLOC_006315,2.05669,1.40904,0.727109,1.31865,1.1938,0.581621,1.70517,0.485589,0.904013,1.13978,1.45846,0.0605277
XLOC_006316,2.35755,2.92578,2.15204,3.85007,4.39365,5.69758,1.36094,2.20936,1.81972,3.4494,3.7926,1.54055
XLOC_006317,0.0512622,0,0,0,0,0,0,0,0,0,0,0
XLOC_006318,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006319,0.0214578,0.0541877,0.0608245,0.0675456,0.0969771,0.0466438,0.0332992,0.0696595,0.0630309,0.0503562,0.042784,0.0238503
XLOC_006320,0.193948,0.357342,0.514798,0.530651,0.297881,0.233461,0.369966,0.333951,0.121429,0.2636,0.55668,0.488181
XLOC_006321,42.2736,40.286,42.4787,44.8488,50.3176,37.1923,38.2115,35.2893,36.132,41.0857,51.3015,44.2889
XLOC_006322,46.7823,34.7872,45.9558,36.9698,48.9489,31.5773,40.1664,30.1326,32.6134,41.3164,58.817,39.5159
XLOC_006323,8.58123,9.45055,10.184,7.73996,7.81763,8.35893,9.00964,8.57129,9.04485,9.05975,8.40289,9.79225
XLOC_006324,0,0,0,0,0,0,0,0,0.0475336,0,0,0
XLOC_006325,0,0.0498598,0.0203108,0,0,0,0.0509937,0.0394889,0.0836537,0.0519749,0.0719542,0.110967
XLOC_006326,0.0892432,0.0711556,0,0.0867146,0,0.049664,0.0603608,0.0709525,0.14916,0.0933317,0,0.0398937
XLOC_006327,0.269689,0.315379,0.308611,0.262275,0.415255,0.362295,0.217902,0.171714,0.359704,0.338717,0.103989,0.144856
XLOC_006328,45.9719,36.7394,45.3723,37.5858,49.5623,34.9314,43.3154,39.4307,33.7012,42.7131,46.3441,45.7407
XLOC_006329,11.8605,13.7474,13.5468,14.0395,11.8398,15.6326,11.845,13.5701,13.9474,13.8267,12.255,14.9137
XLOC_006330,79.4496,124.791,82.0837,109.297,40.3883,101.429,70.684,109.465,109.169,73.7875,88.0824,91.4462
XLOC_006331,0.702825,1.16571,0.959427,8.9077,9.25639,336.518,0.650864,0.353609,2.19474,1.16877,0.133087,0.371325
XLOC_006332,0.0828507,0.0359267,0.0688508,0.0654724,0.0752708,0.0923019,0.0462938,0.0936589,0.0425884,0.0351816,0.0161916,0.0150354
XLOC_006333,6.30272,6.07478,6.97048,6.53054,7.15498,5.90172,7.98443,6.56611,5.337,7.32075,7.36608,7.24468
XLOC_006334,17.0323,18.0011,16.5506,17.1661,17.5748,17.8864,17.6947,17.2807,17.2349,18.7495,19.434,20.3931
XLOC_006335,0.336574,0.102232,0.157151,0.140204,0.0738375,0.107261,0.292196,0.420666,0.160578,0,0.37077,0.258049
XLOC_006336,34.5992,32.6852,31.7501,32.3603,34.904,31.761,33.1799,31.7065,33.2541,33.4675,36.2318,36.0623
XLOC_006337,25.9909,30.0591,22.3086,29.1324,26.0345,30.1093,24.7256,26.4925,34.2765,23.415,24.7188,25.2321
XLOC_006338,15.543,17.1161,16.7091,17.6398,14.2643,15.9684,19.2907,18.2543,13.4363,15.8207,14.6697,15.5525
XLOC_006339,294.686,272.024,320.838,344.094,306.591,262.169,305.528,285.759,186.803,312.127,298.292,297.192
XLOC_006340,1.05837,1.42522,1.03908,1.09959,1.31375,1.43671,1.50809,0.731413,1.17114,1.18321,1.8368,1.39282
XLOC_006341,27.9515,30.7904,32.2298,28.2218,26.5321,31.2726,27.8412,29.795,29.9318,26.8884,25.436,30.897
XLOC_006342,134.553,131.902,128.729,125.458,124.385,124.47,134.951,133.674,126.055,121.949,154.52,134.955
XLOC_006343,14.012,17.205,15.0756,16.3473,12.143,20.0746,13.4497,16.6471,17.2987,15.1521,13.3293,14.6415
XLOC_006344,0,0.23223,0,0,0.234085,0,0.0940994,0,0.237047,0,0.140479,0
XLOC_006345,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006346,0.0710766,0.0520906,0.0583705,0.0292515,0.0387857,0.500938,0.0698774,0.064138,0.0956194,0.0314956,0.0485192,0.0412187
XLOC_006347,5792.55,4554.08,5836.95,5547.06,7003.35,5013.55,4803.65,4722.17,2976.02,4850.63,6120.27,4524.61
XLOC_006348,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006349,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006350,0,0,0,0,0,0,0,0,0.0111375,0,0,0.0117636
XLOC_006351,0.0215842,0,0.0176098,0,0,0,0.0147642,0.325196,0,0,0,0.0192356
XLOC_006352,0.0219128,0.0116475,0.0357564,0,0,0,0.0299731,0.173768,0,0,0,0
XLOC_006353,3.80202,2.67059,5.88668,2.28455,8.0408,22.7839,5.31755,3.67917,6.03955,7.32581,3.36503,4.43222
XLOC_006354,19.6743,17.3481,28.5168,23.2238,14.6273,19.1199,18.9623,17.5689,15.9258,21.7391,26.0256,29.7224
XLOC_006355,0.252904,0.11017,0.378177,0.268504,0.118297,0.0728984,0.177941,0.0754829,0.199693,0.11756,0.618512,0.784786
XLOC_006356,44.7741,44.7265,35.0416,38.1904,46.2387,44.5461,37.7005,40.7865,49.7249,41.1322,40.2571,44.4772
XLOC_006357,3.30049,4.0614,3.80821,3.62513,3.39553,4.08547,3.70261,4.4669,3.88793,4.7957,3.66565,4.436
XLOC_006358,0.307409,0.245399,0.126525,0.452941,0.993195,0.733222,0.197669,0.371532,0,0.324397,0,0
XLOC_006359,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006360,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006361,10.381,11.4866,14.5531,11.4654,11.2522,11.5145,11.6296,13.2028,11.7518,9.62003,11.81,13.1675
XLOC_006362,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006363,0,0,0,0,0,0,0.0706987,0.041748,0,0,0,0
XLOC_006364,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006365,0,0,0,0.0803314,0.25707,0.281688,0,0,0,0.0864309,0,0
XLOC_006366,0,0.191187,0,0.0877372,0,0.102971,0.11901,0.0718574,0.0742408,0.0943917,0.086715,0.161791
XLOC_006367,0,0.0392225,0.0603799,0,0,0.167282,0,0,0,0,0,0
XLOC_006368,0.344402,0.475453,0.449013,0.369073,0.630695,0.45578,0.34777,0.247572,0.232095,0.107961,0.298722,0.338096
XLOC_006369,1.02476,0.694685,0.987741,1.1702,1.14363,0.676414,0.872947,0.49092,0.6887,0.422561,1.39989,1.23986
XLOC_006370,65.7689,69.3184,61.8378,62.2947,71.9273,60.1638,63.379,57.7616,95.4365,61.1855,80.59,84.5048
XLOC_006371,0.0568787,0.171193,0.247235,0.202023,0.344426,0.207516,0.129766,0.180315,0.366527,0.0593963,0.255535,0.202526
XLOC_006372,100.7,97.0772,111.663,120.49,104.176,113.533,103.249,124.11,102.072,114.289,94.2897,106.859
XLOC_006373,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006374,30.0615,26.7088,27.0325,23.2394,30.5462,22.7793,31.0227,26.9952,27.8527,26.8374,37.5377,35.7365
XLOC_006375,0,0,0,0,0,0,0,0,0.241664,0,0,0
XLOC_006376,157.617,159.291,202.751,182.518,136.58,163.878,172.199,173.926,157.402,180.218,172.302,190.928
XLOC_006377,156.729,122.337,136.772,153.73,142.775,120.828,137.317,124.293,93.9738,133.352,129.146,112.673
XLOC_006378,0,0.0563647,0.0288606,0.171577,0.0539633,0.0391154,0.0720464,0.0280725,0.0888375,0,0.0340652,0.0631215
XLOC_006379,63.0075,55.3359,60.6742,53.7171,62.3193,56.6357,53.0445,56.7618,47.024,51.5995,65.0607,55.641
XLOC_006380,28.7019,29.5583,27.6586,32.2609,32.578,33.5669,28.2769,26.6721,27.5965,33.1825,27.2314,25.0185
XLOC_006381,65.1665,67.2811,66.8392,74.0032,54.5587,61.5196,67.3596,76.1082,46.5538,63.8099,56.8596,59.1648
XLOC_006382,0.452268,0.395979,0.308185,0.116205,0.234029,0.415429,0.100375,0,0.312084,0.49975,0.145227,0.428899
XLOC_006383,41.2986,43.7341,47.14,42.8409,42.7383,38.1778,42.5295,43.9901,29.1589,38.7009,37.4926,34.7456
XLOC_006384,6.39032,6.66016,6.49305,7.02627,5.966,6.83167,6.04079,6.45775,6.60246,6.77727,6.094,7.54649
XLOC_006385,20.5605,16.5821,22.0499,20.5826,14.3254,15.0101,18.7859,22.8838,15.9683,15.8303,21.3482,21.5625
XLOC_006386,21.6518,19.7824,29.2055,31.771,13.9684,17.8873,29.3917,37.0473,18.9847,17.3541,27.3306,32.9755
XLOC_006387,1.40562,1.4943,1.14794,0.682544,2.269,1.68898,2.48916,1.33398,0.947675,1.30607,0.564472,0.941785
XLOC_006388,6.71118,5.86391,7.05881,5.26086,7.56312,6.99418,6.6012,6.80594,5.46462,5.25222,7.17997,5.5562
XLOC_006389,0.246286,0.0785481,0.201254,0,0,0.769746,0.166204,0.0391824,0.0822255,0.66994,0.14244,0.0440666
XLOC_006390,0,0,0.179945,0,0.867029,0.254457,0,0.0878771,0.0901195,0,0.105832,0
XLOC_006391,103.816,94.593,102.296,103.979,83.0849,84.7903,87.9997,87.3085,63.9022,86.2158,92.1093,81.936
XLOC_006392,0.00950961,0,0,0,0,0.0103603,0,0.0134478,0,0.00991617,0,0
XLOC_006393,0,0,0,0,0,0,0.0128627,0.0148859,0,0,0,0
XLOC_006394,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006395,6.17786,6.63886,3.18899,3.08154,8.87078,6.22763,8.04182,6.34129,6.62081,5.02394,0.00896261,0.0165548
XLOC_006396,0.926555,1.53132,0.538411,0.631898,0.836693,1.52566,0.789299,0.93975,0.876239,1.27385,0.289985,0.695091
XLOC_006397,0.991985,1.50245,0.528135,0.804271,1.03647,1.78795,1.479,1.1883,0.816183,1.13812,0.230727,0.626144
XLOC_006398,0.0366245,0.155663,0.0597698,0.14214,0.111813,0.121596,0.198806,0.0581418,0.337173,0.114757,0.0705674,0.130737
XLOC_006399,0.108931,0.135105,0.0889264,0.105738,0.221783,0,0.0246529,0.0576685,0.0608221,0.0758853,0.0699951,0.324179
XLOC_006400,15.972,13.0252,13.5385,11.3479,16.812,10.7262,9.93268,5.97078,9.54599,10.5263,16.1331,13.2555
XLOC_006401,24.431,22.6054,25.8755,29.3556,21.04,28.4469,27.756,25.6643,23.8617,30.8123,28.4561,30.3027
XLOC_006402,0,0,0.0885201,0,0,0,0,0,0,0,0.104133,0
XLOC_006403,16.6978,16.3396,13.9659,15.2062,16.7251,16.5945,16.2374,17.1336,11.0447,15.7013,15.1224,12.5295
XLOC_006404,54.8713,51.872,52.2351,56.9325,49.1715,51.3087,48.7735,51.3679,47.6617,56.756,49.5721,51.4334
XLOC_006405,4.01986,3.38995,5.84203,8.11495,3.01549,1.89691,1.94216,2.08189,6.17263,5.8832,16.9907,10.2429
XLOC_006406,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006407,4285.63,3640.67,3085.62,4811.43,3548.96,4178.43,2911.21,3262.19,2850.65,3591.18,3287.7,2523.41
XLOC_006408,1.1148,1.14676,1.17435,0.442037,1.37785,0.746774,0.612989,0.647004,0.754834,0.739075,1.19862,0.205422
XLOC_006409,3130.38,2700.09,2642.91,2775.5,2956.9,2601.08,1656.62,2445.99,1947.93,1918.18,2566.18,2223.9
XLOC_006410,1.70556,0.48168,1.4376,0.518553,0.820471,0.596491,0.7539,0.594252,0.844373,0.725206,0.770718,2.14687
XLOC_006411,156.434,151.701,157.285,158.802,152.268,133.357,156.499,139.621,131.228,161.387,137.316,150.74
XLOC_006412,1.76991,2.09994,1.88344,2.82199,1.34876,3.21028,1.72104,2.20818,1.66982,1.91501,2.22345,2.73592
XLOC_006413,45.7663,43.8836,46.6228,49.4124,37.0124,49.5947,42.0895,51.447,39.9861,50.7737,42.6703,44.8765
XLOC_006414,5.36862,5.93695,5.96757,6.40332,4.72024,6.03187,5.46764,6.10029,6.57319,5.26092,5.69987,7.85073
XLOC_006415,0,0.120311,0,0,0.117328,0.342439,0.100548,0,0.0625314,0,0.290984,0.135482
XLOC_006416,15.9146,16.3905,16.9201,16.5431,15.0576,16.8639,14.1671,13.439,11.9685,15.7874,13.8137,14.0409
XLOC_006417,77.1057,55.7311,82.3772,59.0972,84.8938,47.2021,64.2967,53.9254,46.4607,64.4379,89.4474,64.4729
XLOC_006418,5.77245,5.12907,4.69597,4.75716,6.46283,4.93411,6.35164,5.51581,5.01095,6.16313,5.54432,5.27072
XLOC_006419,15.9435,18.5208,16.3341,18.892,12.8285,20.4904,16.9417,21.3946,18.3631,17.7372,16.671,20.6881
XLOC_006420,11.8804,13.2489,11.6986,13.5737,11.4287,14.1175,11.7424,13.4763,15.4623,12.4616,11.4447,12.9257
XLOC_006421,1.73169,0.949648,1.30585,0.973734,1.7962,1.2934,1.35646,1.20242,0.654343,0.490723,0.499876,0.648426
XLOC_006422,46.7,45.8023,59.3944,55.8963,34.0769,47.7617,43.6828,52.1109,64.801,64.9955,87.3426,90.9097
XLOC_006423,0,0,0,0,0,0,0,0,0,0,0.384051,0
XLOC_006424,0.0732633,0.058414,0.0897364,0.142269,0.055958,0.0405698,0.0746189,0.11639,0.153393,0.153137,0.0706086,0
XLOC_006425,0.0521916,0,0,0,0,0,0,0,0,0,0,0
XLOC_006426,0.654366,0.413697,0.726799,0.639193,0.0695187,0.117929,0.0211069,0.0367983,0.519495,0.591056,0.608943,0.638015
XLOC_006427,61.699,69.4974,69.538,65.9976,59.1639,79.1392,68.0195,76.3774,69.5449,60.245,58.8562,61.4937
XLOC_006428,24.2646,25.2524,26.4815,29.6748,22.2007,29.5814,26.1851,32.406,24.7605,29.3357,24.6825,31.0723
XLOC_006429,0,0,0.100516,0,0.0948954,0.207279,0,0,0.0511107,0.0643266,0.0592255,0
XLOC_006430,0.0654049,0,0.0535706,0.127349,0,1.6225,0,0,0,0,0.0630733,0
XLOC_006431,0.186816,0.099493,0.458384,4.84856,1.05878,120.603,0.0838046,0.198629,0.155399,0,0.0600498,0.0558109
XLOC_006432,0,0.0262788,0.0268505,0.0318813,0.149382,0.0180029,0,0,0.0277049,0.0343242,0,0.0439448
XLOC_006433,22.941,19.773,21.5806,14.5337,30.8181,20.3575,23.6878,21.442,14.8741,14.6049,19.3238,15.7157
XLOC_006434,1.90243,1.40018,1.15594,1.04316,1.42371,1.08867,1.28414,1.12523,1.99528,1.27582,1.97483,1.87639
XLOC_006435,127.927,106.196,115.519,131.624,109.199,107.954,117.856,109.042,99.2618,126.708,121.213,105.503
XLOC_006436,5.96411,6.43456,4.40465,5.665,5.59703,6.66449,5.65466,6.86319,7.2346,6.02537,4.70618,6.61172
XLOC_006437,355.259,387.055,380.57,349.492,266.557,363.063,412.594,393.801,375.213,361.056,343.417,380.939
XLOC_006438,12.4469,12.6047,13.5077,14.5384,12.9253,14.2224,14.8741,14.2449,11.4566,15.4413,14.4638,14.3481
XLOC_006439,15.019,14.6549,17.2554,15.7991,13.7697,14.9195,15.2944,17.0857,14.256,16.6561,14.4576,16.2539
XLOC_006440,445.935,379.318,481.38,436.396,404.868,366.909,410.662,372.683,262.702,394.429,401.178,360.278
XLOC_006441,5.38448,5.58598,6.21003,4.87596,5.33692,5.91148,6.307,6.71295,6.85371,4.51979,5.94944,6.74261
XLOC_006442,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006443,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006444,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006445,4.05543,4.47936,4.9879,3.65247,3.42331,6.51556,2.61299,2.6625,7.32084,6.03311,5.84557,7.80952
XLOC_006446,119.392,137.521,141.634,151.263,101.574,145.41,131.483,137.394,132.364,141.492,128.042,126.249
XLOC_006447,0.438472,0.670405,0.586858,0.897466,0.258641,0.99205,0.867354,0.954046,0.529679,0.512877,0.329095,0.32921
XLOC_006448,9.70466,10.5087,10.9886,10.5529,10.6213,11.3894,10.4945,9.41485,8.21239,10.4195,9.5712,10.5817
XLOC_006449,49.9037,39.2619,37.7033,38.8262,51.9257,35.4008,44.6282,38.4893,46.1803,46.1276,55.9477,49.8497
XLOC_006450,0.0430176,0.0304869,0.0116893,0.00694232,0.0216136,0.023395,0.0148178,0.022704,0.0484192,0.0224239,0.089795,0.0446373
XLOC_006451,55.5376,60.6219,57.6188,53.0565,56.901,54.0541,56.455,57.4941,48.6659,62.3959,64.4532,53.1547
XLOC_006452,164.338,147.188,166.542,205.762,159.516,159.873,172.959,172.21,120.786,171.85,134.628,141.433
XLOC_006453,0,0.0172063,0,0,0,0,0.032384,0,0.0136266,0,0,0
XLOC_006454,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006455,0,0.0297045,0.0913634,0,0.0861222,0.0626355,0.187954,0.088972,0,0,0.215481,0.200159
XLOC_006456,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006457,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006458,1.13248,0.913312,1.98413,1.60279,1.34387,1.4486,0.784818,0.905239,2.26994,0.946986,2.37517,2.63759
XLOC_006459,0.664947,0.690815,0.722869,0.575733,0.501798,0.285424,0.651497,0.614361,0.433415,0.231135,0.79595,0.726119
XLOC_006460,0,0,0,0,0,0,0,0.0194491,0,0,0,0.0218609
XLOC_006461,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006462,0,0,0,0,0.0323089,0,0,0.200899,0,0,0,0
XLOC_006463,24.4307,24.6936,17.709,19.3471,31.6011,24.3823,21.8073,17.7057,31.2642,21.1109,20.7355,22.8847
XLOC_006464,0.0221415,0,0,0,0,0,0,0.210704,0,0,0,0
XLOC_006465,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006466,47.4221,42.3964,44.4959,43.4316,50.0895,37.4129,43.9009,37.7864,37.5887,49.3287,50.8562,46.8985
XLOC_006467,30.6919,21.7096,23.323,24.0743,33.4941,22.4391,25.7441,24.9628,19.9892,21.7301,27.0952,25.4767
XLOC_006468,0,0,0.714461,0,0,0,0,0,0,0,0,0
XLOC_006469,0.288559,0.111977,0.215216,0.051215,0,0.235652,0.0387361,0.137839,0.288373,0.12081,0.355321,0.518531
XLOC_006470,0.209871,0.111551,0.0857631,0.153042,0,0.176037,0.0707165,0.167005,0.131267,0.164726,0.303458,0.187831
XLOC_006471,62.0988,60.9629,70.2433,80.1129,58.7234,63.6005,66.2425,74.5115,52.2965,77.3559,59.9505,65.7662
XLOC_006472,62.7195,44.0235,53.8096,39.8345,77.8939,42.4211,40.9076,39.4667,33.4068,44.8424,63.965,45.8092
XLOC_006473,27.9929,35.0265,27.7997,39.0935,24.4003,39.2694,32.6523,37.381,35.7941,35.1517,27.6963,30.6301
XLOC_006474,67.7192,59.344,67.4788,51.565,78.6699,46.0751,64.7959,46.5622,53.9416,64.0466,66.8479,54.9273
XLOC_006475,0.0866308,0.0460511,0.070944,0.169015,0.135433,0,0.114843,0.138415,0.0715915,0.36368,0.250634,0.155813
XLOC_006476,0.357393,0.4116,0.218791,0.404587,0.45354,0.262764,0.243486,0.307304,0.549752,0.404412,0.947139,0.690881
XLOC_006477,1.52886,1.61469,2.31488,1.76822,2.50468,1.68654,1.95994,2.13869,1.32097,0.796623,1.41225,1.29371
XLOC_006478,0,0,0,0,0,0,0,0,0,0,0,0.0548702
XLOC_006479,0,0.0211643,0,0,0,0,0,0,0,0,0,0.0355739
XLOC_006480,74.5129,80.5993,63.3803,97.6288,61.7399,90.848,66.6775,77.2743,110.163,82.4058,80.9205,95.021
XLOC_006481,127.019,98.9461,114.093,94.3997,162.169,86.996,99.4446,84.2983,66.206,87.2081,118.408,81.1349
XLOC_006482,18.5941,8.38393,9.64135,7.7087,1.04785,0.783224,1.11827,0.63838,20.1335,26.354,17.2572,19.4812
XLOC_006483,4.03549,3.99891,3.8732,3.16786,3.23238,2.01664,1.86391,2.76697,2.92988,1.1142,3.66503,4.43615
XLOC_006484,0,0.0640622,0,0,0,0.281387,0,0,0,0.253603,0,0.108845
XLOC_006485,0,0,0,0,0,0,0,0.0634262,0,0,0,0.0713869
XLOC_006486,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006487,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_006488,0,0.016313,0,0,0,0,0,0.0243614,0,0,0,0
